country,Time period.1,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,Unnamed: 28
Poland,Median,39.6449704142012,41.6228531370487,41.7414992887468,43.1034482758621,43.1954120601171,42.1339950372208,42.1980539139986,39.6106644096487,42.6594330008221,45.8639323950449,45.3078664364004,45.2335311281712,48.1523926923929,49.555886540099,51.0396286259403,51.2848486902121,52.6964938316618,53.982631421872,51.2823017450635,51.1498485964482,55.2873880962001,53.823796269242,52.7920134979181,54.7090657079252,
Portugal,Mean,34.8475557293704,34.570119698537,35.9262633405859,35.5359052267767,35.6769205420804,35.4378826779845,32.5517716777683,32.7498043154039,33.3765168576138,34.2464967782046,35.9314453932713,35.8938890852578,35.5321948971936,35.5896924607489,39.207736792482,40.2808535511521,41.8475731436299,42.9904548561843,44.5275184872075,44.551714863871,45.7571735612521,46.2920162257409,47.448092005478,47.9745723692791,
Portugal,Median,49.164202162878,48.77222975086,50.6828253406845,50.1321292687064,50.3310660333831,49.9938443690833,47.4037027287883,47.692088884172,48.604742589826,49.8716557994645,52.7819668227637,52.7267979927359,52.1954825829204,52.2799443811795,54.8668319603295,56.3685385541938,58.560986974882,60.1603218001781,63.2648227502922,63.2992010299004,65.0119201171886,65.7718260701308,67.4143817699727,68.1624065427198,
Slovak Republic,Mean,34.1102756892231,35.0582750582751,34.0381744078124,36.3109182380276,35.0976168495914,34.6102203617408,34.6558035187153,34.5496685172209,33.6511988787105,35.5309197157526,35.6546929316338,35.7787810383747,35.7770083697028,35.9633355984062,35.4092696596066,36.9090632927529,37.5166497899456,38.1620320500869,39.4015115485004,39.8467632382631,41.9595333150234,44.001587729843,42.6504269334145,42.6367543440762,
Slovak Republic,Median,42.0061728395062,43.2183908045977,41.798810703667,44.7468054898249,44.1885492897116,43.2235154862892,44.5371775417299,44.3138610438991,42.8252906513776,45.3624389794603,45.6860328725631,45.6719686491471,45.1230990412031,45.5434328177049,45.1091205003012,47.3031008427421,47.7177934349742,47.9650681986085,49.2939666238768,49.3769014854851,51.7735105296609,52.4095787548561,50.7648119698083,50.7606115058353,
Slovenia,Mean,,,,,,43.1280562611235,42.0790984762327,40.7169132857185,40.6194673653738,40.7428442456648,48.0324105334234,49.3732649724481,50.4881218374968,51.931124194231,49.4786700125471,49.2944313627218,48.4018703990704,47.9868382968925,48.7005207466242,49.1179523061249,49.1702751718147,50.5155235506502,51.5800346939805,52.6389269927642,
Slovenia,Median,,,,,,51.1768520213904,51.1765873015873,49.5198980699335,49.4013843700138,49.5514352958618,58.9850746268657,60.6316794562153,62.0007532681035,63.7727984507928,60.0220700152207,59.7985719879593,58.7158153851737,58.2123441744647,58.2439530062198,58.7431851245243,58.8057612630063,60.4146266746564,61.6877411312615,62.9541356655188,
Spain,Mean,29.2716936555594,28.9311084624553,28.3624873125167,27.7631304307719,28.3754312310735,29.6390017237417,31.2134697318199,31.64100692824,31.6016405649991,31.5484342147256,31.6925735704337,32.0712678708918,31.9180735650473,31.8015126815892,31.2276746946738,31.2977136979353,31.8100965821085,33.7647589274268,34.3149570962731,41.461574107307,43.0541619880928,40.5485677744467,40.823353914171,43.6794459672828,
Spain,Median,36.451915415262,36.0286172297097,35.3235193426909,34.5770617357748,35.3396400993957,36.9133298906618,38.6851246424193,39.2150026045583,39.1662130056518,39.1002705035916,37.7405074067768,38.1914684188126,38.0090398501276,37.8702355060842,36.9877594465141,37.0707174582726,37.6776116650815,39.9928202528064,41.0086375034829,49.5493162972659,51.4525638785568,48.4582134980519,48.7866010627899,52.1998194839594,
Türkiye,Mean,24.2695237766095,24.3800105473102,28.2043930928037,31.0358757298244,39.2147021589668,39.4397856770832,38.4279749868379,37.9009007315301,37.5641363419732,37.7552655601078,38.507758643348,39.39072924239,40.254911448882,39.8587426474784,39.3432129352487,39.8897222798278,42.7482956606657,40.6905797135758,40.4953567487873,40.489965614486,39.4238731796068,40.1746338473499,37.2060115565409,36.8543290628714,
Türkiye,Median,45.8112851409747,46.0198405705524,53.2387658734305,58.5834879063074,74.0218851782429,74.4467540518094,72.5368546872332,71.541946454891,70.9062681606928,71.2670447128547,69.7741961172538,71.3740961351679,72.9399524945389,72.2221137883009,68.9610956213614,69.919021534314,74.9295516244995,71.3227707949214,70.9805824341379,70.9711328111834,69.1024775373014,70.4184167891922,65.2149920969304,64.598560233213,
United Kingdom,Mean,34.0586565752129,33.0948121645796,34.8343245539507,34.5394736842105,35.6294536817102,36.910197869102,37.1050698016165,38.2142857142857,37.782340862423,38.0225613802256,37.9829731499673,38.4565499351492,39.0494540783558,38.9798488664987,39.8107255520505,40.5742821473159,43.7689969604863,44.3524541691307,44.7940503432494,45.5352190793123,47.5982532751092,47.5707421249333,48.6431131592422,50.0240038406145,
United Kingdom,Median,40.8626560726447,40.1737242128122,42.5752855659398,42.1686746987952,43.1034482758621,45.0324976787372,45.4136690647482,46.6434176111595,46.0767946577629,46.1352657004831,46.1416070007955,46.9145569620253,47.3889321901793,47.1439451637471,47.9483282674772,48.689138576779,52.7086383601757,53.5714285714286,54.4885177453027,55.1006711409396,57.5577557755776,56.9693094629156,57.9268292682927,59.6109839816934,
United States,Mean,28.5318559556787,27.0625328428797,26.2755102040816,25.7114328507239,24.9636451769268,24.488825487399,23.6781609195402,23.4536082474227,25.3706754530478,26.9548133595285,28.4313725490196,27.9598920169688,27.1739130434783,26.7527675276753,26.6250459052516,25.1911049339819,24.8287671232877,24.2881072026801,23.2,22.3214285714286,21.1062590975255,20.4802259887006,19.0638969234815,18.3312262958281,
United States,Median,35.7638888888889,34.4943067649029,33.8815789473684,33.2258064516129,32.2884012539185,31.6339066339066,30.6912991656734,31.415420023015,34.1274238227147,37.1212121212121,38.8115631691649,38.339502908514,37.7407600208225,37.3518804739825,36.6531850353893,35.8378645575877,34.8557692307692,33.7209302325581,32.7313769751693,31.6179677278674,29.4715447154472,29.0581162324649,27.3791540785498,25.9577515216613,
Non-OECD economies,,,,,,,,,,,,,,,,,,,,,,,,,,
·  Bulgaria,Mean,,,,,,,40.4,,,,,,,,39.9,,,,42.277135295154,41.4261490300908,41.0782004147766,39.3133657870499,37.7756366196571,36.2553852811477,
·  Bulgaria,Median,,,,,,,54.5,,,,,,,,55.5,,,,57.3105185028695,57.5000164930481,56.1553228440561,53.7427327771671,51.6406037410908,49.5623675024996,
·  Croatia,Mean,,,,,,,,,,,37.7414102606846,,,,37.9542008624103,,,,38.5770217504771,39.7081173582058,40.0150895659983,40.1861796943425,40.9184503675135,40.1052611464481,
·  Croatia,Median,,,,,,,,,,,45.3861482381531,,,,44.5061111111111,,,,45.5684630738523,46.2046179577412,45.8010311606659,46.0695500223217,46.6187364802817,45.0024770945921,
·  Romania,Mean,19.5235244803521,28.6426628739962,28.553154552515,34.9136853169675,33.418091988496,31.6649642492339,27.9390387108081,26.2803234501348,28.2392026578073,31.7124735729387,31.5140218488814,33.1191300049432,32.5430032543003,34.8536930895171,37.5418812442355,40.1115222673147,40.7257716863865,43.5875213294406,42.6596306415143,41.3167919742359,41.6462751834977,40.1051815142515,39.9645205320292,41.0534242773606,
·  Romania,Median,25.3417933652253,37.1785557834653,37.0623727966419,45.7934560723885,43.8318073158124,41.5323715103872,37.1411824131774,38.0844425980576,40.6586274946007,43.5165512272528,42.6477181907018,45.4857596387832,45.2526573232437,47.7088214498065,51.3884971836679,54.9059019087658,55.7467056590277,59.6639577678317,58.39383207293,56.5557126504476,57.0067195368917,54.8972224883391,54.7046813516348,56.1952067381014,
